,query_id,prediction,answer,validated_answers,f1,exact_match
25,c8d1b1f6-e810-4647-8a49-291d8a522a0a,Ver ⁇ n,Verín,Verín<sv>Verín,0.0,0.0
26,ff38c574-0e42-4a1f-89fb-05ac0f82c6cd,Ethiopia closed the U.S. military mission,Soviet Union approaching Mengistu with aid,Soviet Union approaching Mengistu<sv>offers of aid<sv>offers of aid,0.0,0.0
27,f9858a78-bee5-4d15-874d-1ee04343a2df,Ravens,Buccaneers,Buccaneers<sv>Buccaneers,0.0,0.0
28,50f0982d-9e6c-487a-8557-29b8c680eb50,Ravens,Buccaneers,Buccaneers<sv>Buccaneers,0.0,0.0
29,a0314368-9450-4317-b421-f7329b8d16f7,Ravens,Buccaneers,Buccaneers<sv>Buccaneers,0.0,0.0
30,2964645b-11e0-48a6-8c2a-1e2d2cf2bcb1,Ravens,Buccaneers,Buccaneers<sv>Baltimore Ravens<sv>Buccaneers<sv>Buccaneers<sv>Buccaneers,0.67,0.0
31,a8f5437d-04f8-45ab-aa3f-ccf1c242922e,Crown Field Hetman Stanislaw Koniecpolski,Poles,the Polish army<sv>Poles<sv>Poles,0.0,0.0
32,41e34db9-7cc5-4385-8ac4-0f6725288063,1634,1633,4 July<sv>1633,0.0,0.0
33,5c6739ce-f09e-4dd4-ab28-967dfcf7fa59,1644,1633,1633<sv>1633,0.0,0.0
34,941dc59f-89f1-45e2-96be-19b34145fbfe,Atlanta,Washington Redskins,Washington Redskins<sv>Washington Redskins<sv>Washington Redskins<sv>Washington Redskins,0.0,0.0
35,de5f7219-8458-4d7a-bb73-a410cad4519b,Washington Redskins,Falcons,Falcons<sv>The Redskins<sv>the Falcons<sv>Falcons,0.67,0.0
36,4980eabf-f2e5-4b4b-877e-948b60ef13d8,Atlanta,Redskins,Redskins<sv>The Redskins<sv>The Redskins<sv>Washington Redskins,0.0,0.0
37,7ef82663-f1d5-499f-b779-bb07bd04ed35,Todd Yoder,Michael Turner,Falcons<sv>Michael Turner<sv>Michael Turner<sv>Michael Turner,0.0,0.0
38,87a82159-016b-411f-815b-8d4e9b50c2c1,Turner's 58-yard touchdown run,Turner,Tye Hill<sv>Michael Turner<sv>Michael Turner<sv>Michael Turner,0.0,0.0
39,c72d357b-6ba1-4a82-85b1-7ef7adf55270,Shaun Suisham,Michael Turner,Michael Turner<sv>Michael Turner,0.0,0.0
40,6bc3f82e-14b2-48c2-9a02-35a0f9027f54,49 ers,Seahawks,Seahawks<sv>Seahawks,0.0,0.0
41,2a9f603b-e806-4786-bf51-d87a59cd2937,43,43-yard TD run,Cedric Benson<sv>43-yard,0.67,0.0
42,570e1fe5-d52c-4d36-8984-8701e3605a89,Bears,Chicago,Chicago Bears,0.67,0.0
43,2c6e0f58-7026-46ab-ba2d-c6c07465bb23,gained forgiveness,execution,execution<sv>quartered,0.0,0.0
44,926f9691-dcf9-47e5-89f6-8c0fc249d552, ⁇ z Beg,Alexander,Alexander Vasilievich<sv>Öz Beg,0.4,0.0
45,cee3e6f4-ee7d-4611-9095-cc9af7b96a3f,Dmitry Donskoy,Alexander Vasilyevich,Alexander Vasilyevich<sv>Alexander Vasilyevich,0.0,0.0
46,5c250f9b-a71a-495c-a377-a3223218529e,execution,quartered,quartered<sv>quartered,0.0,0.0
47,a7aebd3e-563a-4a74-8521-796dfa9f6583,Ivan,Alexander Vasilyevich,Alexander Vasilyevich<sv>Alexander Vasilyevich,0.0,0.0
48,0fc5d2d5-12d3-4b52-903b-ae7ee9ec44c7,Moscow,Öz Beg,Öz Beg<sv>Tver,0.0,0.0
49,943ec0a9-8c5e-471f-bb4d-b1c3cdaa56aa,the Golden Horde,the Horde,Dmitry Donskoy<sv>the Horde,0.67,0.0
50,7f5841d1-74f0-47c7-a5f5-1f9c5ca12d09,Sweden,Lithuania,Lithuania<sv>Lithuania,0.0,0.0
51,067516a2-0cac-499b-9c4b-e242105d5dd1,Jaguars,A.J. Green,A.J. Green,0.0,0.0
52,c962f3f0-1cec-4bf0-81a6-f23db872347e,the Bengals,Jaguars,Jaguars<sv>Jaguars,0.0,0.0
53,e046611f-4f32-471a-b52c-816ed9f850e3,Jaguars,Bengals,Bengals<sv>Bengals,0.0,0.0
54,0a3fe5d5-46fa-47f9-8e83-bfc3d698ba07,third quarter,second,second<sv>second,0.0,0.0
55,ea113b9d-f2ee-4162-b8a3-5450452f06ff,MorphInk,Flash Version 3,Flash Version 3<sv>Flash Version 3,0.0,0.0
56,61d198c8-171d-45fa-8a57-bdc73ad8c4dc,Launch of Open Screen Project,Macromedia disclosed the Flash Version 3,disclosed the Flash Version 3<sv>Flash Version 3,0.0,0.0
57,2755f5eb-6651-4ba1-aca0-2f70d814398a,The Kuwait-Najd War,World War I,World War I<sv>World War I,0.33,0.0
58,2c31b467-8347-440d-974c-173b8f21c6f9,wanted to annex Kuwait,Saud wanted to annex Kuwait,Saud wanted to annex Kuwait,0.89,0.0
59,b60880f7-41fc-4333-a193-da0bbc31bca3,to annex Kuwait,annex as much of Kuwait,annex as much of Kuwait<sv>annex as much of Kuwait,0.5,0.0
60,ccce1e8a-7030-48a2-a596-0843e4b6abb9,Kuwait-Najd War erupted,World War I,World War I<sv>World War I,0.29,0.0
61,c16cf9c0-5511-47c9-a841-e956d7cb8785,trade blockade against Kuwait,Uqair conference,trade blockade<sv>1922,0.67,0.0
62,6bc588d4-4f7c-4fe0-958c-1b03d1b0ca87,Titans,Raiders,Raiders<sv>The Raiders,0.0,0.0
63,3c0d14e5-03ab-4073-8c4a-2456ef42aa14,Titans,Raiders,Raiders<sv>Raiders<sv>The Raiders,0.0,0.0
64,a95448ab-5ec2-444c-a056-ccfd4deca040,Broncos,Denver,Denver<sv>Raiders<sv>Raiders,0.0,0.0
65,21d0b260-d9cd-48fc-8f76-fc6647ab76d0,the king's own brothers openedly <ss> raised a rebellion,king's brothers raising a rebellion,brothers openly raising a rebellion,0.55,0.0
66,0fc5db9e-f313-425e-921a-432b13661409,seized Bhamo,seizure of Bhamo,seizure of Bhamo<sv>seizure of Bhamo,0.4,0.0
67,39fd83e9-218e-4632-8060-17d61d3d5553,5,13-yard,13<sv>13,0.0,0.0
68,8fbdc77e-fdbb-405e-9275-8d7a9126c982,tourism declined,Paraguay's hotel occupanacy rate increased,receipts declining<sv>tourism receipts declined<sv>tourism receipts declining<sv>tourism receipts declined,0.8,0.0
69,93c2f1a6-3d98-4661-82a7-b3fbdff13b7d,2003,2004,2004<sv>2004<sv>2004,0.0,0.0
70,f2477109-d509-462a-9aa1-6c75a7600739,small tourism,business,duty-free goods<sv>business<sv>business,0.0,0.0
71,0686d1f9-4a8e-4031-b665-49d425afb777,planters,planters and their families,planters and their families<sv>French and Swiss troops<sv>planters and their families<sv>planters and their families,0.4,0.0
72,9bf3d91f-cb0c-4978-809c-536dc52b1c38,27 th SEA Games,The 2015 Southeast Asian Games,27th SEA Games<sv>27th SEA Games,0.57,0.0
73,9c705782-ac19-40ab-9a34-1e615ed4a96f,the Mon of Lower Burma,the Siamese court,the Siamese court<sv>The Siamese,0.0,0.0
74,76171dd3-01f2-4667-8753-9bd8943c4f54,the Siamese king Mahadhammaraza Dipadi,The Siamese,the Siamese court<sv>Siamese court<sv>Siamese<sv>Siamese court<sv>Siam<sv>Siam<sv>the Siamese court<sv>the Siamese,0.4,0.0
75,791cbdcc-7b3c-484d-96ec-a6bdf5cb8fb1,Ava court,Ava,1745<sv>Ava<sv>Ava<sv>Ava<sv>Ava<sv>Ava<sv>Ava<sv>Ava,0.67,0.0
76,cab8c6e8-35b8-4293-8d08-dbb343e3d2b7,Arizona Cardinals,Cardinals,Cardinals<sv>Cardinals,0.67,0.0
77,6c523282-3982-4769-87a8-516c5dbcfb41,Darius Reynaud,Jackie Battle,Jackie Battle<sv>Jackie Battle,0.0,0.0
78,5b92ffd1-8f91-401f-8753-b51945d63a27,White people,White,White<sv>White,0.67,0.0
79,3f4d962f-4a28-4c8e-b165-bb9b546d01aa,White,African American,Asian<sv>irish,0.0,0.0
80,e7556b6a-a9ce-47c7-9472-6669ca21fccd,Scobee,Josh Scobee,Josh Scobee<sv>Josh Scobee,0.67,0.0
81,6c397cd6-bbed-4690-85df-06edf658cd2f,Roma people,Albanians,Albanians<sv>Albanians,0.0,0.0
82,806017ea-fe47-4515-a485-319ca782f07b,Albanians,Macedonians,Macedonians<sv>Macedonians,0.0,0.0
83,76742f3d-1420-4f92-8d4d-26138b697530,Roma people,Albanians,Albanians<sv>Albanians,0.0,0.0
84,a546a7ce-3869-48f8-96e7-20a9c005c759,Irish,Guyanese,Guyanese<sv>Guyanese<sv>Guyanese<sv>Guyanese<sv>Guyanese<sv>Guyanese,0.0,0.0
85,fe0ad007-dbc1-43b3-b371-7fc1cb59e0cb,Non-Hispanic,Non-Hispanic White,Non-Hispanic White<sv>52.31,0.8,0.0
86,715def7c-7ab2-4ca7-a669-a926615a09fb,Irish,Guyanese,24.4<sv>12.3,0.0,0.0
87,6780edbc-0c28-449a-9569-953b07899281,Irish,Guyanese,Guyanese<sv>Guyanese,0.0,0.0
88,021777cc-48af-4379-9c44-f444dc80e73b,French,Puerto Rican,Puerto Rican<sv>Puerto Rican,0.0,0.0
89,42bcbeab-f29c-4c93-b527-4ae0f8155ff5,the disintegration of the Powhatan Confederacy,shot in the back,shot in the back<sv>shot in the back,0.0,0.0
90,d54c0048-631a-4958-b39b-6da9c1b1cb0b,repatriation to the abbey of Oliwa,repatriation to the abbey,"20,000 repatriation to the abbey<sv>repatriation to the abbey<sv>20,000 repatriation<sv>repatriation to the abbey",0.75,0.0
91,fd6b29e3-000d-43cd-ac2f-fa4b479a8a60,New Orleans Saints,Saints,Saints<sv>Saints,0.5,0.0
92,1343d07c-0822-4d01-9c0c-9da301b0d8e5,3,only score of the night,1<sv>How many times did the Falcons score in the game?,0.0,0.0
93,3ba3f293-e87d-44f9-a44e-3d316c6d555c,20-yard,21-yard,20-yard field goal<sv>What was the shortest field goal?,0.67,0.0
94,92796a0d-6161-4bed-a3de-25c990d1b983,Espa ⁇ a ran aground,España ran aground,España ran aground<sv>España ran aground,0.57,0.0
95,3fd2f999-1c12-467b-996f-34ff63aa44c6,Melilla,eastern Rif,eastern Rif<sv>in Melilla,0.67,0.0
96,00ef348f-4050-4af4-9400-f553ac9b66a6,not to attack the town,my biggest mistake,biggest mistake<sv>biggest mistake<sv>biggest mistake<sv>Riffian,0.0,0.0
97,3875b27d-6517-47a2-90a7-2dc5b64b0b63,procurement,helicopter,helicopter<sv>helicopter,0.0,0.0
98,c0572e6e-2bd5-4cc6-9d26-7d3320fa33f3,Northumberland,Egremont,Egremont<sv>Lord Egremont<sv>Egremont,0.0,0.0
99,ce70a8aa-d3f6-4282-b274-93d6971ecfd2,Newgate sheriffs,Salisbury,Salisbury<sv>Salisbury<sv>Salisbury,0.0,0.0
100,3a61d8e5-4c82-4e1f-90dd-560a707effc0,Asian,Hispanic,African American<sv>Latino<ss>Hispanic,0.0,0.0
101,601d2132-a3b2-4178-b080-ec8f11a6283a,White,Race,Native American<sv>Race,0.0,0.0
102,0d794b06-3d07-4088-a03a-e0069d1cb00f,Asian,two or more races,two or more races<sv>Any two races combined other than Asian is larger,0.2,0.0
103,e04876a3-0bb0-4979-a1aa-86c2614df833,two or more races,Asian,Asian<sv>two or more races combined,0.89,0.0
104,f652afd8-e4e3-441b-9cfb-2e2d170df2d4,Treaty of Versailles,France and Austria,Austria<sv>Austria,0.0,0.0
105,64820d56-811a-46e6-b7b3-fa37bc72ad0e,opening kickoff return,103-yard opening kickoff return,103-yard opening kickoff return,0.0,0.0
106,a34fbe4d-52b7-4eda-93f2-f0478af3083b,economic collapse of Russia,the general strike,general strike of 1905<sv>general strike<sv>general strike in Finland,0.0,0.0
107,74a30a8d-d8e9-4e10-acf7-9caead6010aa,conservative workers <ss> nationalistic workers,both political factions,Russia<sv>socialists<ss>nationalistic,0.2,0.0
108,0f63b69c-28c1-4d88-8e6b-fcff99740ca6,huge Russian market <ss> separation would disrupt the Finnish financial zone,the huge Russian market,huge Russian market<sv>the huge Russian market,0.46,0.0
109,12272dee-d8a6-43ff-9b9e-678cd654a596,Shayne Graham,Adam Vinatieri,Adam Vinatieri<sv>Adam Vinatieri,0.0,0.0
110,f48146f9-f62c-4103-a666-a8a47daf3d15,first,first quarter,In the first quarter<sv>first quarter,0.67,0.0
111,9576faae-1412-4b3d-93b5-c7398074e226,Rostock no Swedes,Jakob Brockenhuus,Jakob Brockenhuus<sv>Jakob Bagge,0.0,0.0
112,a043a052-482c-4f1f-8527-0689588f64f7,Rostock no Swedes,Jakob Bagge,Jakob Bagge<sv>Jakob Bagge<sv>Jakob Bagge<sv>Jakob Bagge,0.0,0.0
113,a3a65785-35b0-4991-87cd-d68552dc8e53,Rostock no Swedes,Jakob,Jakob<sv>Jakob<sv>Jakob<sv>Jakob,0.0,0.0
114,5a490623-c062-4240-ac63-30365cedf671,gateway to the west,Älvsborg Fortress,Sweden's gateway to the west<sv>Sweden's gateway<sv>Älvsborg Fortress,0.86,0.0
115,ea281d18-894f-4716-bad7-f957bc485b10,war started as a Danish fleet,sailed towards the Baltic,Danish fleet sailing<sv>Danish fleet sailing<sv>sailed towards the Baltic,0.5,0.0
116,8495dc04-40c3-413f-86ee-f2f90a8150fa,Charley de Mornays stepped in <ss> as the commanding officer,Charley de Mornays stepped in,king's departure from the army<sv>Charley de Mornays stepped in<sv>Charley de Mornays stepped in,0.71,0.0
117,18cc4f41-d09f-4ea8-bdda-99ff676f0867,war started as a Danish fleet,sea a battle broke out,a sea battle near Öland,0.0,0.0
118,24832662-4072-443a-8b7a-6028bbcc06ce,Swedish,Danish,the Danish<sv>Danish<sv>Danish<sv>Danish,0.0,0.0
119,cb321f89-4f0d-4b62-bf75-873d1b012a23,emissaries,Jakob Brockenhuus,Jakob Bagge<sv>Jakob Brockenhuus<sv>Jakob Brockenhuus<sv>Jakob Bagge,0.0,0.0
120,a5d9ef7f-8ff2-4da9-865a-3ccc12fe7ca6,Albertine cousin,Saxon Elector,Saxon Elector<sv>Elector,0.0,0.0
121,e08a599f-39cc-4d28-8092-1ccaf367247d,kings of Bavaria,Würzburg bishops until 1803,Würzburg bishops<sv>the Würzburg bishops,0.0,0.0
122,9fa77d07-89f3-4a90-87e6-6003e8fab939,killed,rebels,British government<sv>rebels,0.0,0.0
123,0dd0cf11-2366-4844-9361-66e7daf258c6,the British,rebels,rebels<sv>the rebels,0.0,0.0
124,7502d4c1-98e8-40bd-b314-738fbbcb297d,2500,"10,000","10000<sv>10,000",0.0,0.0
125,c70b3b75-9caa-4185-ae1a-94ebc5e62424,border proposal,British Chief Commissioner,British Chief Commissioner,0.0,0.0
126,5c1c7fd1-4b12-4cad-b2de-0dfacbfe6725,Manco,Atahualpa,Atahualpa<sv>Atahualpa<sv>Atahualpa,0.0,0.0
127,eb895e62-5303-497c-83c9-2b496ca5429a,planned expressway,Forensic evidence,evidence showing natives were killed<sv>were killed by European weapons,0.0,0.0
128,931672d5-04e7-4b5e-8038-dd21baec7be0,Ming,King,King<sv>King,0.0,0.0
129,20222a55-434f-4fc2-93c4-4b44f2fd228e,the 1730 s,a tighter control of Yunnan,tighter control of Yunnan<sv>control of Yunnan,0.0,0.0
130,95c75894-c71e-4ad5-8499-ea587b1a0986,the 1730 s,decline of the Toungoo dynasty,paying tribute to both sides,0.0,0.0
131,0f530c1d-e25d-49b4-a543-cc6ee31cc750,2002-03,2003-04,2003-04<sv>2003-04,0.0,0.0
132,68a314f3-ea11-46ee-a249-ff8a0707eddc,truce of the War of Independence,truce called,War of Independence<sv>British,0.86,0.0
133,37ab16ef-0a7c-43da-8150-81f1c343b089,his death,he was assassinated in 1440,assassinated<sv>assassinated,0.0,0.0
134,f8ba7241-0755-42f9-a5a9-789b138361af,he was assassinated,attempted to reconcile with Poland,reconcile with Poland<sv>reconcile,0.0,0.0
135,9f9669c0-9422-4e8a-8ea9-717b8ef7a1f9,attempted to reconcile with Poland,he was assassinated,assassinated<sv>1440,0.0,0.0
136,ea93d3f8-c0b1-48a6-813a-50c88ccc772b, ⁇ vitrigaila,Švitrigaila,Švitrigaila<sv>Švitrigaila,0.0,0.0
137,b2a1b19a-68a6-4e16-a834-43b41005990a, ⁇ vitrigaila withdrew to Moldavia,Švitrigaila withdrew to Moldavia,Švitrigaila withdrew to Moldavia<sv>Švitrigaila withdrew to Moldavia,0.67,0.0
138,9ed332d1-8f75-422d-9e98-c3ce311d9996,Sigismund,Švitrigaila,Švitrigaila<sv>Švitrigaila<sv>Švitrigaila<sv>Švitrigaila,0.0,0.0
139,f6cd00e5-2eda-46fd-9d2b-7141ed39afa0,Jogaila's son Casimir IV Jagiellon,Casimir IV Jagiellon,Casimir IV Jagiellon<sv>Casimir IV Jagiellon<sv>Casimir IV Jagiellon<sv>Casimir IV Jagiellon,0.75,0.0
140,161c8b81-9a2c-4206-88a1-c39f2b81e06d,Tampa Bay Buccaneers,Cowboys,Cowboys<sv>Cowboys<sv>Cowboys<sv>Cowboys,0.0,0.0
141,d52f674d-77b2-4104-a3a5-1d2cbe86d08b,Derek Anderson,Brady,Brady<sv>Brady,0.0,0.0
142,5cd1eb46-1788-4f87-899d-a2953fe19995,Rob Bironas,Bironas,Bironas<sv>Bironas<sv>Bironas<sv>Bironas<sv>Bironas<sv>Bironas,0.67,0.0
143,16080b37-4cf0-4067-a5f9-640a5620be88,first wave of 150,first wave,first<sv>first-wave,0.67,0.0
144,5cf88d68-65ec-47f4-af05-5b3aeae51730,campaign against the Jaffna,military campaign against the Jaffna,military campaign against the Jaffna<sv>military campaign,0.86,0.0
145,b915d995-8f11-410d-a7d0-d9ebbb1e6137,wounded,Prince Ethirimana Cinkam being wounded,Prince Ethirimana Cinkam being wounded<sv>Prince Ethirimana Cinkam was wounded,0.33,0.0
146,cb7e1bfd-9786-495c-9789-08560cd431e5,Denver,Broncos,Colts<sv>Colts,0.0,0.0
147,36d46077-cdcb-4726-a7c9-542c86807b8d,Broncos,Colts,Colts<sv>Colts,0.0,0.0
148,f36d79dc-4298-47be-925d-412620ff8ab6,Telugu language,Urdu,Urdu<sv>Urdu<sv>Urdu<sv>Urdu<sv>Urdu,0.0,0.0
149,06623ead-af87-4a4a-9ad0-0931212c4326,Tamil language,Urdu,Urdu<sv>Urdu<sv>Urdu<sv>Urdu<sv>Urdu,0.0,0.0
150,048dbf55-d585-4f99-a911-781c43e38b92,Malayalam,Kodava Takk,Kodava Takk<sv>Kodava Takk,0.0,0.0
151,eef4423d-a925-43d1-ae05-92a57f153910,Kannada,Urdu,Urdu<sv>Urdu,0.0,0.0
152,0420a4f4-fc96-4436-a6c7-fc799f0f6acd,Tamil,Telugu,Telugu language<sv>Telugu,0.0,0.0
153,af38a0ad-4637-47ab-9a24-128a7bd9b0c9,11-yard,25-yard,25-yard<sv>25-yard,0.0,0.0
154,da34b7a7-5189-41e1-80b6-1ab0bc0b8088,Treaty of  ⁇ urawno,Treaty of Żurawno,Treaty of Żurawno<sv>Commonwealth resumed the offensive,0.57,0.0
155,3fa42682-e5cf-4443-bac0-ac519370506a,Sobieski,Ibrahim Pasha,Ibrahim<sv>84000,0.0,0.0
156,1e615315-c426-4590-86e1-fc04c6aaf464,to raise taxes <ss> pay the army,unpaid soldiery,refused to raise taxes<sv>the Sejm again refused to raise taxes and pay the army,0.67,0.0
157,9ad8a381-5560-41de-afac-720a9d69e861,siege of  ⁇ urawno,siege of Żurawno,siege of Żurawno<sv>siege of Żurawno,0.57,0.0
158,c835a0f4-07b5-4362-b4e6-b9ba6c9b981b,Ibrahim Shyshman,Sobieski,Sobieski<sv>Sobieski,0.0,0.0
159,d13985a6-af63-44b0-9476-607a8c64441b,siege of  ⁇ urawno,Battle of Trembowla,Battle of Trembowla<sv>the Battle of Trembowla,0.29,0.0
160,9435d1dc-13d1-4cef-97f5-abfb416320b7,first,first half,second<sv>In the third quarter<sv>first half,0.67,0.0
161,4a51adc3-b903-46a9-90d0-2c945345c70e,Freeman,Matt Hasselbeck,QB Matt Hasselbeck's 29-yard pass<sv>Matt Hasselbeck,0.0,0.0
162,ad86ec17-03b4-4b06-a76b-c88c970f862d,the occupation,German economic interests,Munich Agreement<sv>1938 Munich Agreement,0.0,0.0
163,9d7c6b3f-72c8-4d70-8045-c5d013113c20,1 :1 ratio,"1:10,",1:10<sv>1:10,0.0,0.0
164,490e5945-6f95-45af-a30c-ea9050e80f45,disintegration of the communist economic alliance,he 1938 Munich Agreement,Munich Agreement<sv>the Munich Agreement,0.0,0.0
165,77897dc3-cd74-4624-bedb-810f1c7f6b71,1 to 10,crown introduced to Czechslovakia,19<sv>crown was introduced<sv>crown was introduced,0.29,0.0
166,a01f2be3-c342-448e-ba3e-34f367df9ff4,Czechoslovak,the mark,mark,0.0,0.0
167,4a39a645-d27a-47c1-bb52-a34d895ae32c,Lands of the Bohemian Crown,currency,currency<sv>currency,0.0,0.0
168,b36c42dc-ecb7-4119-9d1b-178e684b0404,fourth,third,third quarter<sv>the third<sv>3<sv>third<sv>3<sv>3,0.0,0.0
169,9555b283-c5a8-467a-b0bd-84ca6bdd54c0,LaMont Jordan,Larry Fitzgerald,Larry Fitzgerald<sv>Larry Fitzgerald,0.0,0.0
170,1da8ddaa-860c-4612-9e1b-3e70bc2b58af,Patriots,Cardinals,Cardinals<sv>Cardinals,0.0,0.0
171,4599721c-36d2-4545-9e33-9d213d8be549,Martov's Menshevik Internationalists,Left Socialist-Revolutionaries,left Socialist-Revolutionaries<ss>Martov's Menshevik Internationalists<sv>left SRs<ss>Martov's Menshevik Internationalists,0.5,0.0
172,99024634-a781-4c5e-a0f2-baf70c5f1348,WR Justin Gage,Washington,Washington<sv>Washington,0.0,0.0
173,d5da2662-118d-46b8-927a-7245cd4e88cf,The Kingdom of Hungary under Horthy,Hungary,Kingdom of Hungary<sv>Kingdom of Hungary,0.75,0.0
174,0dea3b10-eaff-4ece-a591-d9ec503b816a,Hungary,Germany,Germany<sv>Germany<sv>Germany<sv>Germany,0.0,0.0
175,45969557-f8ad-49fc-bded-637c8f9d08c3,Adrian Peterson,Ryan Longwell,Longwell<sv>Longwell,0.0,0.0
176,02d70d0a-72a9-44e3-bbfe-c44adf21008b,Devin Hester,Bernard Berrian,WR Bernard Berrian<sv>Gus Frerotte,0.0,0.0
177,81e28da0-c64c-4adc-931f-038ce1c99840,QB Kyle Orton,QB Gus Frerotte,Gus Frerotte<sv>Gus Frerotte<sv>Gus Frerotte<sv>Gus Frerotte<sv>Gus Frerotte<sv>Gus Frerotte,0.33,0.0
178,b29a73f3-0912-4507-8bf9-90a5bb0d5743,Chad Pennington,Chris Baker,Chris Baker<sv>Chris Baker<sv>Chris Baker,0.0,0.0
179,90ac2893-8686-4c92-87e4-c95dbc9ac146,Rian Lindell,J. P. Losman,Losman<sv>Losman<sv>J. P. Losman,0.0,0.0
180,dee684a8-1c7e-40cf-a332-08608ece5bdd,Rian Lindell,J. P. Losman,Losman<sv>Losman<sv>J. P. Losman,0.0,0.0
181,b046e752-5ffb-42e4-915c-4761993b336e,Cecil,Sir Anthony Cooke,Sir Anthony Cooke<sv>Sir Anthony Cooke,0.0,0.0
182,1d20441a-9b31-4aac-8688-9e1575b062d7,Sir Anthony Cooke,Cecil,Cecil<sv>Cecil,0.0,0.0
183,c744aab2-58b7-4af4-9564-f409a835a188,Bradford,Flacco,Flacco<sv>Flacco<sv>Flacco,0.0,0.0
184,09154cf7-bcb9-450c-a344-a1ec80a5309f,Bradford,Flacco,Joe Flacco<sv>Flacco,0.0,0.0
185,3f10957c-a020-496c-9807-51c1344eb5b8,Heiner Rindermann,white,white<sv>white,0.0,0.0
186,f84f362f-05e1-41df-a4c1-3369ecff4f7b,Hispanic,black,black<sv>black,0.0,0.0
187,eb29dd74-5bee-48e5-b49b-baf3eb79e3b3,black,white,white<sv>white,0.0,0.0
