,query_id,prediction,answer,validated_answers,f1,exact_match
1174,22ee74f6-5fd5-40df-96ce-63e49ed575cb,101,85,85<sv>85<sv>10 ordinary galleys<ss>75 large rowing boats,0.0,0.0
1714,bb2812cd-756d-4a57-99c6-df95577b783b,.0115,0.0744,.0531<sv>0.0744,0.0,0.0
955,8376b1d5-6acc-406a-a8ff-5718f4aba983,4,3,3<sv>3,0.0,0.0
1764,ed173594-1001-44a7-bf8a-70235b370f0b,417000,9,8475000<sv>9,0.0,0.0
434,626890bf-3f00-4e77-ab41-3c12fd0037ab,10.4,.3,.3<sv>0.3<sv>.3,0.0,0.0
26,52e368aa-4c2a-426b-a0c2-e2f16ac16de3,3,4,4<sv>4<sv>4,0.0,0.0
1309,62329209-6be6-4b2c-8ec9-50696db1272a,120,20,20<sv>20,0.0,0.0
1320,b351b368-0cb6-4998-8e5d-0e9e0f127b1a,3.18,0.08,.08<sv>.08,0.0,0.0
607,9bac9d27-2bab-4571-a08b-02c8c02b98a6,80,19,19<sv>15<sv>19,0.0,0.0
591,ff725635-b859-4ab1-858a-d791f2da393e,5000,2730,900<sv>2730<sv>2730,0.0,0.0
587,620840b6-98e8-445b-925f-825de189621d,"200, 000",113532,0.43<sv>50000,0.0,0.0
351,2eceeb4c-e6f0-47bf-b78d-0bcd2cea3848,2700,4800,4800<sv>4800,0.0,0.0
1585,6ab1e0bf-3019-41c9-826c-97e198e0825d,133242,343332,343332<sv>343332,0.0,0.0
915,43d21cab-10a3-4cb5-8a2e-db6786914b03,6,5,5<sv>5,0.0,0.0
1163,60a3dce8-5c9d-4828-aceb-ebb184b618b3,3,55,55<sv>55<sv>55,0.0,0.0
1713,d4ccd870-4064-4663-baaf-922b8e48c4de,173,0.0489,.0489<sv>0.0489,0.0,0.0
1772,a2cc06da-f96f-4a78-a7e4-59e5634e4d42,20,38,38<sv>38,0.0,0.0
646,1f524f4d-de8f-48b2-a3d6-7fd049da5de8,3,2,2<sv>2,0.0,0.0
929,4ba3abcc-2b3b-4098-882a-39daf7e8e390,8,2,2<sv>2,0.0,0.0
936,e1668e02-998b-4a36-bd31-41ace887db5b,5,3,3<sv>3,0.0,0.0
1137,6b2cbb73-4c59-4aa8-adf6-49fb0a3a1cf9,171,146,146<sv>191,0.0,0.0
231,5e325403-9c54-48ed-88fd-2b3d8c26baf1,20,51,51<sv>49,0.0,0.0
164,c8ad08be-07ae-4854-b706-b4eae9e4b25d,26,83,84<sv>83<sv>83<sv>83,0.0,0.0
1491,5888f06e-07d0-486c-ae18-9d82f1810300,14.11,7.04,7.03<sv>7.04,0.0,0.0
872,afd5c2d0-a9e3-423f-b5c6-e645cbea4ced,10,3,3<sv>3,0.0,0.0
1109,8a4c28ef-1c4b-4d01-a640-c8df6c1025f2,12.4,28.8,28.8<sv>28.8,0.0,0.0
104,f30a67b1-f4bc-4234-916f-fcfbd108fd06,14,17,17<sv>17,0.0,0.0
166,bd03c841-ac96-464d-8d85-dfcaffefcee1,12,41246,45235<sv>41415,0.0,0.0
1710,f01c18bd-6ba4-4d5a-b35c-d444502d96f6,1172,2072,2072<sv>2072,0.0,0.0
1089,74a37427-db29-4761-8245-f9e2365b0cb4,3,2,2<sv>2<sv>2<sv>2,0.0,0.0
1251,959c0f71-abe9-47f1-bc8f-2ec87c7d788a,57,47,2<sv>47,0.0,0.0
84,66ed67e6-5e4c-48bf-a70b-ffb1e8f1364d,3,4,4<sv>4,0.0,0.0
993,d3ee10fd-8202-41a1-bd57-8634c981c240,26,32,32<sv>32<sv>32,0.0,0.0
1463,9b247246-cca3-45fe-a096-ee37ae3fdd3f,1000,400,400<sv>400,0.0,0.0
1587,ea519b80-d1b7-44c0-822f-7a7aeb493d96,11690,7005,7005<sv>7005,0.0,0.0
925,4d77d483-04d7-4e99-854a-973500a492fd,3,2,2<sv>2<sv>2<sv>2<sv>2,0.0,0.0
406,07c78770-31ed-403a-ba6a-87f38c1bdfbb,35,46,46<sv>16,0.0,0.0
1576,3973cc5b-5868-43a2-a515-23765ec458ee,102,2,2<sv>2,0.0,0.0
53,7f342159-1c79-46e1-ab91-c042776f129c,20,920,920<sv>Couceiro,0.0,0.0
520,2fe98b49-7bdf-4c93-aabc-1478e193b131,27.2,78,78<sv>78,0.0,0.0
1105,ad20c122-2bb7-4281-87c0-d4b511800201,20.3,12.4,12.4<sv>5.8%<ss>6.6%<sv>12.4<sv>12.4<sv>12.4,0.0,0.0
271,2cf40f99-789c-4530-ade1-a3f3aff3ca6c,48.66,43.33,44<sv>44,0.0,0.0
1322,9fcaad63-15fb-4245-ae7c-47a4350f32da,79,82,45<sv>82,0.0,0.0
782,b302bc41-fa72-42d3-9032-65e0f8422e9a,1,11,11<sv>11<sv>11,0.0,0.0
815,77a7bc22-eebc-478b-bb3b-32d7ae8d94c7,14,9,9<sv>9,0.0,0.0
401,20e30994-6435-48e6-ad0e-8fe3abf415da,2,18000,many<sv>many<sv>20000<sv>18000,0.0,0.0
667,3810ce62-35bc-4035-b084-532d754c2f86,8,6,6<sv>6<sv>6<sv>6<sv>6<sv>6,0.0,0.0
532,13660999-e8af-4fa5-a617-81ba26cb56de,14,8,8<sv>9,0.0,0.0
126,92ab5fba-e415-4635-9007-244503fa6858,63403,324467,234467<sv>234467,0.0,0.0
55,ef9b9225-cb82-4fd9-b6be-7ac3102c16cc,7,4,4<sv>4,0.0,0.0
1057,3520f744-1f34-4ae1-8668-fda86348e13e,22,32,32<sv>32,0.0,0.0
1139,795923d7-fbeb-4574-9269-ebe634e22994,29,68,68<sv>39,0.0,0.0
1770,bec01988-4bde-4354-9068-064f0af500e7,1,7,7<sv>7,0.0,0.0
456,fcb60ead-dcfb-4444-a355-6725da245749,21,11,11<sv>11,0.0,0.0
321,e164bf4e-fd24-4071-910b-446d3ab97644,38.33,40.75,41<sv>40.75,0.0,0.0
643,f31ead30-9277-46cc-b2bd-2f5e34795225,3,4,4<sv>4,0.0,0.0
28,f674af49-6fc8-44f5-a598-b35410adecc1,4,10,5<sv>7,0.0,0.0
1033,a17ce646-95aa-4417-a586-a3bf7844c712,7,5,5<sv>5<sv>5<sv>5<sv>5<sv>5,0.0,0.0
1605,fc7dc2cb-9bde-4db4-b6e0-da68c68e8c24,2.8,2.7,2.7,0.0,0.0
384,d57087ac-ab66-4d18-8f96-ee16db240696,86,3,3<sv>2,0.0,0.0
1646,40d8f5d6-8e5d-40be-a2bb-52a8ca5a9b0a,11,4,4<sv>4,0.0,0.0
1231,9bc9abed-6cc7-4a31-b3b2-771d46db64e4,3941,14841,14841<sv>14841,0.0,0.0
223,a6c2a5be-c0da-4033-bb55-4e2e6c38ae70,4,5,5<sv>5<sv>5,0.0,0.0
363,6b6b2bb9-ee2f-4aa5-99f4-cc064bd31aa0,200000,113532,113532<sv>120000,0.0,0.0
317,ecf6de4f-5aab-4a8a-853a-851088b82ae7,50,54,9,0.0,0.0
732,55ec2196-7c7f-4e99-9c7c-da15d23fccc7,4,3,3,0.0,0.0
439,b578de0a-a82b-49b1-abfb-36d86ef24425,4.3,4.5,4.5<sv>4.5,0.0,0.0
776,7c7aeed2-3f87-483a-824b-c8bd10d576f8,88.5,68.5,70.5<sv>70.5,0.0,0.0
1490,f4d9aa73-30bc-4426-a97c-08250b86c8b5,14.11,10.97,7.04<sv>10.97,0.0,0.0
1097,aea447e4-7e3e-470e-a815-85be1f5be656,14,3,3<sv>3,0.0,0.0
1193,0d640bb1-77c1-4176-83a7-f0a1ea657a23,3,2,2,0.0,0.0
1637,9680fb92-96bc-4a7f-9600-9f4998e4869f,10,20,20<sv>20,0.0,0.0
806,31116808-3351-443e-8852-5b94a0f17dca,5,4,4<sv>4,0.0,0.0
773,b8c51c5c-b760-4ce1-80cd-63055787ebac,1040016,950624,950624<sv>950624,0.0,0.0
